"","RespondentID","Algeria","Argentina","Australia","Belgium","Bosnia and Herzegovina","Brazil","Cameroon","Chile","Colombia","Costa Rica","Croatia","Ecuador","England","France","Germany","Ghana","Greece","Honduras","Iran","Italy","Ivory Coast","Japan","Mexico","the Netherlands","Nigeria","Portugal","Russia","South Korea","Spain","Switzerland","United States","Uruguay","China","India","Thailand","Turkey","Cuba","Ethiopia","Vietnam","Ireland","sum_of_threes","Gender","Age","HouseholdIncome","Education","Location"
"998",3306474223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Male","45-60","","Bachelor degree","South Atlantic"
"999",3306474089,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,4,3,NA,5,NA,NA,4,NA,3,3,NA,NA,NA,4,NA,4,NA,4,NA,3,3,4,NA,NA,3,4,3,24,"Female","18-29","$100,000 - $149,999","Bachelor degree","East North Central"
"1000",3306473801,NA,NA,NA,NA,NA,4,NA,3,3,NA,NA,NA,4,5,5,NA,4,NA,NA,5,NA,4,5,NA,NA,4,NA,3,5,NA,5,NA,4,3,3,NA,4,NA,NA,4,15,"Female","45-60","$50,000 - $99,999","Bachelor degree","East North Central"
"1001",3306473731,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,3,5,3,3,5,3,4,5,3,3,3,3,3,5,3,5,3,5,4,5,3,4,3,4,3,78,"Male","30-44","$50,000 - $99,999","Bachelor degree","East North Central"
"1002",3306473606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male","> 60","$50,000 - $99,999","Some college or Associate degree","East North Central"
"1003",3306473111,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,3,3,3,NA,3,NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,2,NA,4,NA,4,3,4,NA,NA,NA,NA,NA,21,"Female","> 60","$0 - $24,999","Graduate degree","Pacific"
"1004",3306472945,4,3,NA,3,3,4,NA,4,NA,NA,3,4,3,4,4,NA,4,NA,NA,4,NA,4,3,3,NA,NA,NA,NA,4,4,4,NA,3,4,4,NA,3,NA,NA,4,27,"Female","45-60","$100,000 - $149,999","Graduate degree","South Atlantic"
"1005",3306472916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2,4,NA,1,4,NA,NA,NA,NA,NA,3,2,2,NA,3,5,4,NA,NA,NA,NA,NA,6,"Female","45-60","$50,000 - $99,999","Bachelor degree","Pacific"
"1006",3306472788,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,NA,NA,NA,5,NA,NA,3,5,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5,12,"Female","> 60","","Graduate degree","West North Central"
"1007",3306472669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"1008",3306472600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,4,5,NA,NA,NA,NA,4,NA,NA,4,NA,4,3,3,NA,NA,NA,4,NA,9,"Female","30-44","$25,000 - $49,999","Some college or Associate degree","West South Central"
"1009",3306472552,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,3,NA,4,NA,NA,3,NA,3,4,3,NA,3,3,3,NA,3,4,NA,3,3,3,NA,NA,3,3,3,51,"Female","45-60","$100,000 - $149,999","Some college or Associate degree","Pacific"
"1010",3306472368,3,3,3,3,NA,3,NA,3,NA,3,NA,3,2,4,4,3,4,NA,2,4,NA,5,4,3,3,4,2,2,4,3,5,NA,3,4,4,3,4,NA,4,2,42,"Female","> 60","$50,000 - $99,999","Some college or Associate degree","South Atlantic"
"1011",3306472292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"1012",3306471948,NA,4,NA,NA,NA,4,NA,4,4,4,NA,4,2,5,2,NA,5,4,NA,5,NA,NA,5,NA,NA,3,NA,NA,5,NA,5,NA,5,3,5,NA,5,5,3,NA,9,"Female","30-44","","Graduate degree","West South Central"
"1013",3306471465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female","45-60","","Some college or Associate degree","Mountain"
"1014",3306470997,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,0,"Female","18-29","","Some college or Associate degree","New England"
"1015",3306470966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,6,"Female","45-60","$50,000 - $99,999","Graduate degree","Pacific"
"1016",3306470930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,4,3,4,5,NA,5,3,NA,NA,NA,NA,NA,NA,NA,3,NA,4,5,4,4,NA,NA,4,3,12,"Female","30-44","$100,000 - $149,999","Graduate degree","West North Central"
"1017",3306470864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"1018",3306470841,5,4,4,5,NA,5,4,NA,4,4,NA,4,3,5,3,NA,5,4,5,5,NA,5,4,3,NA,5,3,NA,5,3,5,NA,4,5,5,5,5,5,5,3,18,"Female","> 60","","Graduate degree","South Atlantic"
"1019",3306470599,NA,4,3,3,NA,3,NA,3,3,3,NA,2,3,5,3,NA,4,4,4,5,NA,4,5,2,2,2,2,2,5,3,4,NA,3,5,4,4,5,4,4,3,33,"Female","30-44","$150,000+","Graduate degree","Pacific"
"1020",3306470346,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA,3,NA,NA,4,NA,3,3,NA,NA,NA,3,NA,3,NA,3,NA,3,NA,NA,NA,3,NA,3,3,39,"Female","> 60","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic"
"1021",3306470286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,3,NA,NA,4,NA,3,4,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,3,21,"Female","45-60","$50,000 - $99,999","Some college or Associate degree","Mountain"
"1022",3306469758,3,3,4,3,3,3,3,4,3,4,3,3,3,4,5,3,3,2,2,5,NA,5,5,NA,NA,3,3,3,4,3,5,NA,4,4,NA,NA,NA,NA,NA,3,51,"Female","> 60","$50,000 - $99,999","High school degree","Pacific"
"1023",3306469665,NA,4,4,4,NA,4,NA,NA,4,3,NA,NA,3,4,1,NA,4,NA,NA,5,NA,3,4,2,NA,3,2,4,4,3,4,NA,5,4,5,NA,2,4,4,4,15,"Female","45-60","$50,000 - $99,999","Graduate degree","West North Central"
"1024",3306469349,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,4,NA,3,3,NA,4,4,NA,NA,NA,3,3,4,4,3,NA,3,4,4,NA,4,NA,4,3,30,"Female","45-60","$50,000 - $99,999","Bachelor degree","Pacific"
"1025",3306469261,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,3,2,NA,5,NA,5,3,NA,3,4,NA,NA,4,NA,3,4,NA,3,NA,3,4,4,5,4,NA,NA,3,27,"Female","45-60","","Graduate degree","Middle Atlantic"
"1026",3306469169,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,5,NA,4,3,NA,NA,NA,NA,3,NA,NA,4,NA,4,NA,3,NA,NA,NA,NA,3,24,"Female","18-29","$25,000 - $49,999","Graduate degree","Middle Atlantic"
"1027",3306468999,NA,NA,NA,3,NA,4,NA,NA,4,NA,5,NA,2,4,3,NA,4,NA,4,5,NA,4,4,4,NA,5,1,5,5,NA,2,NA,4,5,5,5,NA,5,NA,NA,6,"Female","18-29","","Bachelor degree","Pacific"
"1028",3306468913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,4,NA,NA,NA,NA,3,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,12,"Female","45-60","","Some college or Associate degree","East South Central"
"1029",3306468772,NA,3,3,3,3,3,NA,3,3,3,3,3,3,3,3,NA,3,3,NA,4,NA,3,3,3,NA,3,3,NA,3,3,3,NA,3,3,3,3,3,3,3,3,93,"Female","> 60","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic"
"1030",3306468511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"1031",3306468506,NA,3,3,5,3,3,NA,3,3,NA,3,NA,5,5,5,NA,5,NA,NA,3,NA,5,5,3,NA,3,3,3,3,3,5,NA,4,5,1,3,3,3,3,3,57,"Female","45-60","$150,000+","Graduate degree","Middle Atlantic"
"1032",3306468243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,3,"Female","> 60","$50,000 - $99,999","High school degree","Middle Atlantic"
"1033",3306467586,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,4,NA,NA,4,NA,4,3,4,NA,4,3,4,4,4,3,NA,4,4,NA,3,4,NA,NA,3,24,"Male","45-60","$50,000 - $99,999","Bachelor degree","West North Central"
"1034",3306467578,3,3,1,NA,NA,1,NA,3,3,3,NA,3,1,4,3,2,1,NA,NA,1,NA,3,4,NA,NA,NA,3,2,3,3,2,NA,3,3,3,3,4,3,NA,3,51,"Male","45-60","","Some college or Associate degree","Middle Atlantic"
"1035",3306467525,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,5,NA,4,NA,4,4,NA,4,3,NA,NA,NA,NA,NA,4,NA,4,NA,4,3,4,NA,4,NA,4,4,9,"Female","> 60","$50,000 - $99,999","Graduate degree","West North Central"
"1036",3306467417,3,NA,2,NA,NA,3,NA,3,3,3,NA,NA,2,5,2,NA,5,NA,NA,5,NA,5,5,NA,NA,4,3,2,5,NA,5,NA,5,3,3,NA,5,NA,5,2,24,"Female","> 60","","Graduate degree","West South Central"
"1037",3306467304,NA,3,NA,NA,NA,3,NA,NA,4,3,NA,NA,3,2,3,NA,3,NA,NA,4,3,4,3,NA,4,4,2,4,3,3,2,NA,4,3,3,3,3,NA,3,3,48,"Female","> 60","$25,000 - $49,999","Bachelor degree","New England"
"1038",3306467258,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,NA,3,NA,NA,5,NA,3,4,4,NA,NA,NA,NA,NA,4,4,NA,4,4,4,3,NA,NA,NA,4,15,"Female","45-60","$100,000 - $149,999","High school degree","East North Central"
"1039",3306467034,NA,3,3,NA,NA,4,NA,NA,3,NA,NA,3,2,2,4,NA,4,NA,5,4,NA,4,5,NA,4,NA,4,3,4,NA,2,NA,5,5,4,4,4,2,4,3,18,"Female","> 60","","Some college or Associate degree","Mountain"
"1040",3306467018,3,4,3,4,3,4,NA,NA,NA,4,3,4,2,5,4,NA,5,NA,4,5,NA,5,4,4,NA,4,4,5,4,3,5,4,5,5,5,4,4,4,5,3,18,"Female","> 60","$50,000 - $99,999","Graduate degree","South Atlantic"
"1041",3306466994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"1042",3306466931,NA,4,3,4,NA,4,4,4,4,4,NA,4,2,4,3,4,4,4,4,4,4,4,5,4,4,4,3,4,5,3,3,NA,4,5,5,4,4,4,5,3,18,"Female","30-44","$50,000 - $99,999","Graduate degree","South Atlantic"
"1043",3306466930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,3,NA,NA,NA,NA,NA,4,NA,5,NA,4,2,4,NA,5,NA,NA,NA,6,"Female","45-60","","High school degree","Mountain"
"1044",3306466833,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,2,NA,5,NA,4,5,NA,NA,NA,3,5,NA,3,5,NA,2,1,4,NA,NA,NA,NA,3,12,"Female","18-29","$100,000 - $149,999","Bachelor degree","South Atlantic"
"1045",3306466690,NA,3,NA,NA,NA,3,NA,3,3,3,NA,NA,3,5,4,NA,5,NA,2,5,NA,3,5,NA,NA,NA,NA,2,3,NA,5,NA,3,2,2,NA,3,2,NA,3,33,"Female","45-60","","Bachelor degree","South Atlantic"
"1046",3306466568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"1047",3306466200,NA,NA,NA,4,NA,NA,5,NA,5,NA,NA,NA,4,5,NA,4,NA,NA,NA,5,NA,5,3,NA,4,NA,NA,4,NA,NA,5,NA,5,4,5,NA,4,4,5,NA,3,"Male","45-60","","Graduate degree","West North Central"
"1048",3306465872,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,3,3,3,3,3,3,4,3,4,3,4,3,4,3,3,3,NA,2,3,3,96,"Female","45-60","$50,000 - $99,999","High school degree","East North Central"
"1049",3306465622,NA,4,NA,NA,NA,3,NA,3,4,4,NA,4,3,5,3,NA,NA,4,NA,5,NA,3,5,NA,NA,3,NA,3,3,NA,4,4,5,3,3,NA,4,NA,3,NA,33,"Female","30-44","","Bachelor degree","Mountain"
"1050",3306465616,4,3,3,3,2,4,3,4,3,4,3,3,4,4,4,4,4,4,2,4,NA,4,5,3,NA,4,3,4,4,3,5,3,4,5,4,2,5,4,3,4,36,"Female","> 60","$50,000 - $99,999","","West South Central"
"1051",3306465583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,1,NA,NA,5,NA,4,4,3,NA,NA,NA,NA,NA,NA,4,NA,4,NA,3,NA,NA,NA,NA,4,9,"Female","> 60","","Graduate degree","East North Central"
"1052",3306465180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,4,NA,4,NA,4,3,3,NA,NA,NA,NA,4,6,"Female","18-29","$25,000 - $49,999","Some college or Associate degree","Middle Atlantic"
"1053",3306465014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"1054",3306465012,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,5,NA,NA,5,NA,3,4,NA,NA,NA,NA,3,4,NA,3,NA,3,3,NA,NA,4,3,3,2,27,"Male","> 60","$50,000 - $99,999","Bachelor degree","South Atlantic"
"1055",3306465011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,3,NA,NA,5,NA,4,3,NA,NA,NA,NA,NA,3,NA,5,NA,4,NA,NA,NA,NA,NA,3,3,24,"Female","> 60","$150,000+","Bachelor degree","West North Central"
"1056",3306464954,NA,NA,5,NA,NA,NA,NA,NA,NA,3,4,NA,3,5,3,NA,4,NA,4,5,NA,5,4,3,4,4,NA,NA,4,4,4,NA,4,5,5,NA,NA,4,5,3,15,"Female","> 60","$150,000+","Graduate degree","Mountain"
"1057",3306464465,3,NA,3,3,NA,4,NA,NA,NA,3,3,3,3,4,5,NA,NA,3,2,5,NA,4,4,NA,NA,3,3,2,4,3,3,NA,4,3,NA,NA,3,NA,2,3,45,"Female","> 60","$25,000 - $49,999","Some college or Associate degree","Pacific"
"1058",3306464241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,2,4,4,4,5,3,4,4,4,5,4,4,5,4,3,3,12,"","","","",""
"1059",3306464060,NA,4,2,4,NA,3,NA,5,2,NA,2,NA,3,3,4,2,4,3,NA,4,NA,5,5,NA,NA,3,3,3,5,NA,5,NA,4,3,5,NA,4,NA,NA,4,24,"Female","45-60","$150,000+","Bachelor degree","Pacific"
"1060",3306464005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,NA,5,3,5,5,3,5,NA,2,5,5,5,3,NA,5,4,9,"","","","",""
"1061",3306463969,NA,NA,NA,NA,NA,3,NA,3,3,3,3,3,3,4,2,NA,4,NA,2,4,NA,4,4,NA,2,NA,2,3,3,NA,4,NA,4,4,3,NA,3,2,NA,3,36,"Female","45-60","","Some college or Associate degree","Pacific"
"1062",3306463953,NA,4,4,NA,NA,4,4,NA,NA,NA,NA,NA,3,4,4,NA,4,NA,4,4,NA,5,4,NA,NA,NA,NA,NA,4,NA,4,NA,4,5,4,NA,4,NA,4,3,6,"Male","45-60","$150,000+","Some college or Associate degree","South Atlantic"
"1063",3306463770,NA,3,4,3,NA,3,NA,3,NA,NA,4,NA,3,4,4,NA,4,NA,NA,5,NA,4,4,NA,NA,3,4,NA,3,4,5,NA,3,3,NA,NA,NA,NA,NA,4,27,"Female","> 60","","Some college or Associate degree","Pacific"
"1064",3306463720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,4,NA,3,4,NA,NA,NA,NA,NA,NA,NA,2,NA,4,3,NA,NA,NA,NA,NA,NA,9,"Female","45-60","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic"
"1065",3306463344,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,3,NA,4,2,NA,2,NA,4,3,NA,NA,NA,3,1,NA,2,4,NA,2,2,2,3,NA,NA,1,3,21,"Female","45-60","$50,000 - $99,999","Graduate degree","West South Central"
"1066",3306463175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,4,3,"Female","30-44","$50,000 - $99,999","High school degree","Mountain"
"1067",3306463049,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,3,NA,3,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,3,NA,NA,3,3,NA,42,"Female","> 60","$50,000 - $99,999","Some college or Associate degree","Pacific"
"1068",3306463007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,12,"Female","> 60","","Bachelor degree","Middle Atlantic"
"1069",3306462974,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,5,NA,4,5,NA,NA,NA,NA,NA,3,NA,5,NA,5,1,4,NA,2,NA,3,NA,9,"Female","45-60","$25,000 - $49,999","Bachelor degree","Mountain"
"1070",3306462870,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,4,NA,4,NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,3,NA,4,NA,4,NA,3,3,18,"Female","> 60","$150,000+","Bachelor degree","Pacific"
"1071",3306462762,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,4,5,2,NA,3,NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,1,5,NA,3,NA,3,4,15,"Female","> 60","$50,000 - $99,999","Graduate degree","South Atlantic"
"1072",3306462740,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,NA,4,NA,NA,5,NA,4,4,3,NA,NA,NA,NA,3,NA,5,NA,4,3,4,NA,NA,NA,3,4,18,"Female","> 60","$25,000 - $49,999","Bachelor degree","East North Central"
"1073",3306462514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,NA,5,NA,4,4,NA,NA,3,NA,NA,3,NA,3,NA,4,3,NA,NA,3,3,3,3,33,"Female","30-44","$50,000 - $99,999","Graduate degree","Mountain"
"1074",3306462513,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,2,NA,NA,4,NA,2,4,NA,NA,NA,NA,NA,3,NA,4,NA,2,2,NA,NA,NA,NA,NA,3,15,"Female","18-29","$0 - $24,999","Some college or Associate degree","East North Central"
"1075",3306462211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Female","> 60","$50,000 - $99,999","Some college or Associate degree","West North Central"
"1076",3306462165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,3,NA,NA,4,NA,3,4,NA,NA,2,NA,3,NA,NA,5,NA,3,3,NA,NA,NA,NA,NA,NA,18,"Female","45-60","$50,000 - $99,999","Some college or Associate degree","East South Central"
"1077",3306462028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,3,NA,4,3,NA,NA,NA,NA,NA,3,NA,4,NA,4,1,3,NA,NA,NA,5,3,15,"Female","18-29","","Some college or Associate degree","Middle Atlantic"
"1078",3306461970,NA,NA,3,NA,NA,5,NA,NA,NA,NA,NA,NA,3,4,3,NA,5,NA,NA,5,NA,4,5,NA,NA,NA,NA,3,5,NA,5,NA,5,5,5,5,NA,NA,5,NA,12,"Female","45-60","$150,000+","Graduate degree","West South Central"
"1079",3306461891,NA,4,4,5,NA,4,NA,NA,4,NA,NA,4,3,3,3,NA,5,NA,4,4,NA,3,4,4,NA,4,2,4,4,4,3,NA,4,3,4,NA,NA,NA,5,3,21,"Male","> 60","$150,000+","Graduate degree","East North Central"
"1080",3306461740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,9,"Female","45-60","$150,000+","Some college or Associate degree","West South Central"
"1081",3306461572,NA,4,4,5,NA,3,NA,NA,NA,NA,NA,NA,3,5,5,NA,5,3,NA,5,NA,4,4,NA,NA,4,3,3,4,NA,4,3,3,4,4,NA,4,3,4,3,27,"Female","45-60","$150,000+","Graduate degree","East North Central"
"1082",3306461346,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,NA,NA,5,NA,4,5,NA,NA,NA,NA,NA,5,4,5,NA,3,3,3,NA,NA,NA,NA,3,12,"Male","45-60","$25,000 - $49,999","Some college or Associate degree","East North Central"
"1083",3306460809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,3,4,NA,4,NA,NA,4,NA,3,3,3,NA,NA,NA,NA,NA,NA,3,NA,3,4,3,NA,3,NA,NA,3,30,"Female","45-60","$50,000 - $99,999","High school degree","East North Central"
"1084",3306460581,NA,4,3,4,NA,4,NA,4,3,3,NA,3,3,5,5,NA,5,NA,NA,5,NA,5,5,3,NA,NA,2,NA,5,5,5,NA,5,4,3,NA,3,NA,3,3,30,"Female","45-60","$50,000 - $99,999","Graduate degree","East North Central"
"1085",3306459966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,NA,4,5,4,NA,NA,NA,3,NA,9,"Male","30-44","$100,000 - $149,999","Graduate degree","Middle Atlantic"
"1086",3306459932,NA,4,4,NA,NA,4,NA,NA,NA,4,NA,NA,4,4,4,NA,4,NA,NA,5,NA,4,2,3,NA,3,3,NA,4,4,5,NA,5,4,4,NA,4,NA,4,5,9,"Female","> 60","","Bachelor degree","East South Central"
"1087",3306459814,4,4,3,5,3,4,3,4,3,3,4,4,3,5,3,3,5,3,4,5,3,5,5,4,3,5,4,5,5,5,4,4,5,5,5,5,4,4,5,4,33,"Male","> 60","$50,000 - $99,999","Bachelor degree","West South Central"
"1088",3306459644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female","18-29","$50,000 - $99,999","Bachelor degree","West South Central"
"1089",3306459441,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,3,3,5,4,NA,5,NA,NA,5,NA,4,4,NA,NA,4,NA,3,5,4,4,NA,3,3,4,NA,3,3,3,3,33,"Female","> 60","$50,000 - $99,999","Graduate degree","South Atlantic"
"1090",3306459091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,3,NA,NA,5,NA,2,4,NA,NA,NA,NA,NA,4,NA,5,NA,2,2,NA,NA,NA,NA,NA,2,9,"Female","45-60","","Bachelor degree","Mountain"
"1091",3306458391,NA,3,NA,NA,NA,3,NA,3,3,NA,NA,3,2,2,3,4,3,NA,3,3,NA,4,3,NA,3,3,NA,4,5,NA,3,3,1,5,5,NA,4,5,4,2,42,"Female","30-44","","Bachelor degree","Pacific"
"1092",3306457768,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,3,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,NA,NA,2,NA,NA,2,NA,4,5,NA,NA,NA,NA,NA,NA,9,"Female","18-29","$100,000 - $149,999","High school degree","East North Central"
"1093",3306457692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
